,AAL,AAPL,ADBE,ADI,ADP,ADSK,ALGN,ALXN,AMAT,AMD,AMGN,AMZN,ASML,ATVI,AVGO,BIDU,BIIB,BKNG,BMRN,CDNS,CELG,CERN,CHKP,CHTR,CMCSA,COST,CSCO,CSX,CTAS,CTRP,CTSH,CTXS,DLTR,EA,EBAY,EXPE,FAST,FB,FISV,FOX,FOXA,GILD,GOOG,GOOGL,HAS,HSIC,IDXX,ILMN,INCY,INTC,INTU,ISRG,JBHT,JD,KHC,KLAC,LBTYA,LBTYK,LRCX,LULU,MAR,MCHP,MDLZ,MELI,MNST,MSFT,MU,MXIM,MYL,NFLX,NTAP,NTES,NVDA,NXPI,ORLY,PAYX,PCAR,PEP,PYPL,QCOM,REGN,ROST,SBUX,SIRI,SNPS,SWKS,SYMC,TMUS,TSLA,TTWO,TXN,UAL,ULTA,VRSK,VRSN,VRTX,WBA,WDAY,WDC,WLTW,WYNN,XEL,XLNX
237,51.1838,169.2724,202.98,86.2109,112.4326,114.27,255.45,118.85,55.5782,12.02,177.7263,1468.35,194.0845,70.4767,241.7954,245.43,287.45,1894.62,83.85,40.17,93.85,63.0,102.21,358.77,38.5956,186.162,42.7483,53.6855,164.7667,46.37,80.4588,91.176,106.81,126.34,43.2284,102.7609,52.6742,176.01,70.855,36.2867,36.806,78.4523,1102.46,1103.59,95.124,67.97,183.16,226.57,85.51,45.203,172.07,421.76,117.1838,46.93,65.0316,107.456,32.34,31.46,189.29,80.58,138.3086,83.4067,42.7526,375.78,64.6,91.1809,44.9,59.8055,41.34,278.55,56.9448,307.9779,248.1309,124.8325,252.38,63.2408,67.736,105.1113,77.06,60.8471,323.04,77.1577,54.7131,6.066,89.76,104.2752,26.5747,60.51,334.77,107.48,102.4109,66.59,201.13,97.04,116.34,160.98,69.2337,126.02,83.5632,157.0811,161.2859,42.6749,67.9839
238,52.2328,168.5041,202.09,86.2109,113.1048,112.37,252.14,117.1,55.0583,11.72,177.1921,1482.92,192.9826,69.8598,240.8267,246.92,286.1,1880.68,84.21,39.26,93.89,63.37,103.01,360.97,38.1458,183.8167,42.0207,54.0493,165.4489,46.47,80.9139,90.7786,105.69,124.9,42.9594,101.6652,52.8102,177.91,69.895,36.2372,36.7366,78.21,1111.34,1113.75,96.3889,68.68,183.94,227.91,84.71,44.8322,171.8222,416.56,117.9769,47.16,63.8766,106.6006,31.83,31.01,185.1703,81.16,139.8056,82.7088,42.6159,373.34,65.02,89.9713,44.54,59.4493,41.21,281.04,57.3958,303.9745,240.5898,124.8723,247.69,62.9218,67.9619,103.6903,76.51,60.2861,317.51,77.0587,54.8401,6.0859,88.46,104.1867,26.6585,59.42,333.3,108.54,100.8255,67.0,201.19,99.23,115.7,157.89,67.984,125.67,82.7997,155.0345,162.6942,42.2687,67.2667
239,52.4307,169.9127,202.61,86.3572,112.452,112.39,259.68,114.59,54.9995,11.84,177.2115,1485.34,191.8709,69.1336,241.5339,249.35,284.81,1877.14,84.0,38.8,93.78,62.91,102.6,356.75,37.9405,184.6479,41.6617,54.0788,165.1918,46.99,80.7259,91.0071,107.0,124.61,42.6705,103.1854,52.6257,178.99,71.055,36.4057,36.8357,76.9597,1106.63,1109.9,94.6765,67.97,183.86,226.74,85.19,44.6955,170.6127,419.79,118.6808,47.81,64.0375,105.8619,31.9,30.98,184.319,80.83,138.7889,82.4828,42.5084,369.5,64.93,90.2073,44.25,58.7658,41.28,278.14,57.4448,307.0181,241.3772,124.9817,247.36,62.8928,69.1204,104.9001,77.7,59.126,315.82,77.6722,54.1559,6.1057,84.38,105.4252,26.6092,58.73,346.17,108.63,101.0881,66.7,204.05,99.61,114.92,157.59,68.023,124.36,82.6644,154.0113,160.572,42.1816,67.7285
240,52.8365,172.8677,209.74,88.1221,114.6148,115.03,265.07,118.93,55.9215,12.07,181.3103,1500.0,195.3749,71.7004,245.7572,250.74,292.78,1907.02,83.05,39.74,95.61,64.53,104.31,365.06,38.625,187.8344,42.6901,54.9148,168.0689,47.45,81.636,92.1992,106.61,127.1,43.5173,105.0116,53.6065,183.29,73.095,37.2878,37.6783,78.4233,1126.79,1128.09,94.8322,68.05,187.61,233.84,87.8,46.579,170.2955,427.51,120.0688,48.35,65.344,107.3783,32.27,31.37,188.9573,81.86,140.3387,83.7015,42.7429,387.26,65.88,92.4986,46.53,59.69,41.45,285.93,58.4547,309.2009,245.1452,124.7132,254.13,64.2657,70.0237,105.3033,79.69,60.21,323.86,78.0383,54.8792,6.2249,85.24,106.3786,27.053,60.06,352.05,111.65,104.1131,67.57,207.11,101.54,117.64,165.9,68.6967,127.33,86.1534,157.3861,163.4472,43.3036,68.829
241,54.4298,176.2856,212.15,90.0626,114.8583,116.92,266.58,121.33,57.6872,12.42,183.0878,1521.95,199.3654,72.7848,245.021,256.25,290.01,1905.64,84.04,39.89,96.49,64.25,105.83,358.02,38.7032,190.8032,44.0096,55.2786,168.8599,47.09,82.0712,92.3383,106.22,128.57,43.6667,105.2485,54.4417,184.93,72.68,38.0609,38.4713,79.2762,1143.75,1143.7,95.8537,67.69,186.09,233.43,87.53,47.9257,171.1778,432.0,122.121,48.8,66.0257,111.4607,32.28,31.46,194.173,82.33,139.5292,84.9006,43.7394,392.56,65.81,93.8361,47.98,60.1906,41.78,294.16,59.2292,306.145,245.7931,123.7389,254.97,64.6137,70.2495,106.513,79.35,63.6902,324.89,79.1069,55.8861,6.2844,85.47,108.5016,26.8558,61.11,357.42,114.58,106.6323,69.26,198.93,103.59,117.25,169.54,68.931,127.8,86.2307,158.616,165.276,43.0812,70.2439
242,53.6975,175.7143,208.82,89.9651,113.4652,116.12,263.87,118.34,56.5395,12.53,180.4556,1511.98,195.9904,72.2376,243.9168,250.46,290.1,1905.01,83.01,39.39,95.78,63.95,103.69,351.22,35.8479,188.1214,43.6991,54.2067,169.0675,46.48,81.6162,91.7621,103.93,125.8,42.9893,102.3759,53.7522,181.46,72.105,36.8121,37.3016,77.8902,1118.29,1117.51,94.6084,67.21,187.98,229.73,86.57,48.7064,168.8778,430.98,119.583,47.04,64.2553,110.2846,32.18,31.1,189.3194,80.46,136.3408,87.0335,42.9969,375.44,64.17,92.6363,48.58,59.8344,41.11,290.61,59.2194,293.9908,245.2748,123.9278,238.58,63.7339,69.9353,106.465,79.46,63.6231,320.97,76.7223,55.2996,6.2447,84.94,108.4132,25.9583,59.94,350.99,112.23,105.3775,67.86,203.06,103.07,116.41,165.88,67.5055,128.21,84.2688,158.4192,165.0315,42.2687,70.1947
243,53.6876,175.4484,209.13,87.9076,112.3449,117.47,262.52,117.45,56.4905,12.11,178.4936,1512.45,193.9554,72.7549,238.7345,252.34,288.99,2034.04,81.17,38.77,87.12,64.16,103.89,341.93,35.4079,188.9131,43.4469,53.0416,168.7314,45.98,81.1315,91.3945,102.64,123.7,42.7003,103.8172,53.1404,178.32,71.695,36.0984,36.4987,76.3103,1104.73,1103.92,92.9836,66.19,187.23,228.02,85.16,48.1014,165.418,426.45,117.5506,47.15,63.479,110.1388,31.14,30.03,187.7439,81.1,139.391,87.407,42.8894,387.97,63.37,92.2134,48.81,59.0687,40.32,291.38,59.3665,291.054,241.2277,123.9378,244.19,62.9701,70.2888,105.3513,79.41,62.338,320.44,77.2665,55.8177,6.2348,84.67,107.3811,25.9287,60.61,343.06,111.87,105.3873,67.79,203.35,102.19,116.02,166.03,67.2615,126.67,84.1238,155.3592,163.8091,41.8624,70.008
244,52.9255,172.3752,206.03,86.1134,110.8543,114.74,245.55,115.11,55.9804,11.9,178.0274,1493.45,190.5208,71.6407,235.6832,249.75,282.35,2028.37,77.67,38.23,87.19,62.37,102.58,339.41,35.7305,187.0625,42.4961,53.8315,167.6438,45.53,79.7763,90.2124,104.09,122.17,42.1125,102.6227,52.2372,175.94,70.935,35.2163,35.6066,75.1471,1069.52,1071.41,91.8452,63.44,182.51,224.54,83.09,46.6863,162.9198,412.13,117.5209,46.21,63.3275,108.0975,31.87,30.86,185.9923,81.04,135.7683,87.4954,42.6159,385.38,54.22,91.3087,47.62,59.0299,40.69,290.39,59.4155,284.3072,231.469,123.0529,243.26,61.4425,67.7851,104.5727,78.64,62.2996,321.78,77.128,54.9086,6.2447,84.53,104.7666,26.1457,61.9,330.93,107.54,103.617,67.54,200.71,101.06,115.02,165.83,68.5405,123.95,84.3461,152.4961,159.819,41.756,69.5659
245,52.6287,173.567,209.79,87.303,110.6693,116.28,253.71,117.92,56.9221,11.81,179.766,1500.25,192.1488,73.6304,243.0062,250.6,286.96,2033.79,79.86,39.29,89.33,62.94,103.83,332.75,35.6817,187.3594,42.7483,54.3449,168.0195,45.63,80.3995,91.3747,104.41,125.09,42.79,103.1558,52.8393,176.62,71.99,35.6128,36.0526,76.2715,1078.92,1084.14,93.0614,65.19,185.77,229.19,86.61,47.7989,167.3809,417.39,119.2955,43.8,63.5926,109.8472,31.7,30.82,190.3566,82.07,137.782,89.7265,43.3975,388.96,54.16,91.5054,49.11,59.3498,40.97,301.05,59.5724,286.4503,235.7851,123.3711,241.01,61.6745,65.9688,105.4625,78.87,62.0886,330.47,77.593,55.6515,6.2547,85.77,107.273,26.5402,62.47,335.12,110.77,105.2608,67.51,194.0,101.37,115.78,170.06,68.9115,131.28,85.2932,152.4272,159.4669,41.6206,70.971
246,52.6386,174.1679,211.16,88.873,112.6761,118.87,255.49,119.5,56.5297,11.91,184.671,1523.61,196.8937,74.7148,239.2382,254.89,286.95,2072.66,80.79,39.5,89.04,64.33,104.25,346.6,35.9652,189.487,43.1946,55.668,169.4729,47.05,81.3788,92.0999,102.64,126.1,43.0291,106.2751,53.6745,180.4,72.465,35.8308,36.3302,75.5251,1090.93,1094.76,94.1803,66.04,191.14,230.88,90.97,48.5503,168.7093,424.25,116.4006,42.99,63.8387,110.6442,32.17,31.27,194.4372,81.13,133.9816,92.8521,44.0227,390.89,55.74,92.0856,52.03,59.8344,41.54,315.0,60.9744,292.4728,234.898,124.0571,246.85,62.8831,67.5593,105.8397,79.07,61.3885,333.91,77.1577,55.7102,6.2745,86.06,109.573,26.7177,62.95,333.35,111.93,106.0292,67.21,197.88,103.09,117.26,173.16,68.8822,132.92,86.9363,154.395,161.4228,42.3944,71.531
247,53.0146,174.0201,212.01,89.6433,112.4326,119.87,255.97,118.13,58.8446,11.76,184.8847,1537.64,201.3507,73.5409,243.0934,258.73,285.98,2085.51,82.37,38.98,89.17,64.98,103.95,337.96,36.0532,189.4672,42.9715,55.431,170.0562,47.54,82.1701,93.0237,104.36,124.55,42.9793,107.2129,54.8399,179.78,72.11,36.6931,37.2124,76.8821,1095.06,1100.9,93.2755,66.03,190.59,235.76,91.09,49.4871,167.9955,426.5,117.5506,43.14,64.1606,112.8215,32.65,31.58,203.9922,83.69,135.8374,94.9161,44.521,410.25,55.67,91.7709,53.74,60.8522,43.23,325.22,62.553,298.3465,241.3872,123.6793,251.74,62.9314,68.6393,105.9848,79.23,59.5951,333.48,79.661,55.7493,6.3142,86.26,109.9366,26.5895,63.56,328.2,110.71,106.6906,67.52,200.22,104.27,117.45,168.72,68.1402,135.95,90.6573,154.8968,163.1049,41.5045,72.6905
248,53.549,172.4047,216.86,90.4332,112.2085,137.7,262.9,118.38,58.2855,12.24,182.1457,1545.0,204.5372,73.6901,239.306,257.26,284.54,2122.93,82.98,39.37,90.22,65.04,105.04,338.67,35.3198,185.4099,42.8842,55.5396,170.2441,47.92,82.3482,93.739,89.25,127.17,43.7664,110.2221,55.005,183.71,72.53,36.1876,36.697,77.5315,1109.64,1115.04,91.6701,67.13,194.42,241.2,91.7,50.0824,169.1852,430.46,117.8778,44.41,63.8671,114.1629,33.0,31.77,207.72,81.32,137.1897,93.9332,42.5768,407.88,55.55,92.3019,53.97,60.8716,42.49,321.16,62.1118,303.9225,241.0682,123.0629,242.78,62.6704,67.8146,106.2363,79.52,59.9308,334.41,74.6049,55.7493,6.4234,86.74,109.632,26.8656,64.56,332.3,110.94,105.5915,67.81,201.07,104.13,117.93,170.17,67.857,137.58,92.078,156.2939,164.699,41.3208,72.6512
249,54.222,174.2861,216.4,90.8841,114.5693,137.29,268.18,120.01,58.2365,11.97,181.7863,1551.86,203.5147,76.416,239.2091,257.14,284.69,2150.08,81.85,39.3,91.19,63.66,105.17,341.19,36.063,183.7573,43.02,55.5396,170.2836,47.89,82.3185,93.9476,91.32,128.82,43.5173,109.2124,54.8884,182.34,73.05,36.4652,36.8556,77.6091,1126.0,1129.38,90.8528,67.13,197.45,243.52,92.42,49.5164,169.9882,432.36,117.6795,45.39,64.0152,113.7255,32.89,31.79,208.7011,80.75,137.555,93.7072,42.9871,397.32,56.83,92.8625,55.22,60.2706,42.01,317.0,62.6314,310.9967,240.4103,122.9833,242.34,63.2215,66.9211,108.4028,79.87,59.2882,340.78,74.4268,56.1794,6.4334,88.64,109.5337,27.2503,65.06,329.1,113.58,106.4961,69.87,206.54,104.38,118.35,171.88,67.3396,136.94,93.9627,157.0024,175.1633,41.7173,74.3706
250,55.4887,177.2805,221.11,92.8543,116.401,139.36,271.74,125.68,60.4337,11.7,185.6132,1578.89,207.8725,77.8188,245.825,263.56,286.1,2170.61,83.81,39.68,92.555,64.91,105.99,347.59,36.3075,186.6172,44.0193,57.2675,176.285,48.36,83.7924,94.8814,92.7,128.49,43.6468,111.0833,56.2966,185.23,74.115,36.8815,37.4008,78.2391,1160.04,1160.84,88.9848,68.43,203.17,250.12,94.23,50.9314,175.6389,440.46,120.7529,45.71,64.2446,117.7594,33.69,32.43,220.6793,81.0,141.4442,97.275,43.2509,413.94,58.06,94.9375,54.59,61.5113,42.51,331.44,63.9844,310.0839,244.5471,122.9634,250.51,64.314,67.8146,108.8477,80.71,60.4487,341.7,76.1979,57.1471,6.4929,89.73,111.6174,27.4673,65.25,327.17,116.61,108.4803,71.55,205.92,105.84,120.46,176.26,68.931,137.62,96.2146,161.4988,184.7277,41.8624,74.8718
251,55.9142,178.9944,220.94,93.6385,115.1276,138.37,275.61,127.08,59.8059,11.52,183.8648,1598.39,209.7486,76.4658,254.601,265.67,279.9,2206.09,85.46,39.7,92.28,64.64,106.39,359.22,36.1412,187.399,44.194,56.8627,174.6141,49.06,83.1593,95.249,94.29,128.12,43.7365,113.2808,56.1412,184.76,73.82,37.1689,37.6486,78.5686,1164.5,1165.93,87.6324,67.85,204.35,253.17,94.45,50.2776,175.7975,438.95,119.7813,46.01,64.6937,118.9646,33.89,32.64,224.309,80.33,139.9833,98.5233,43.3681,410.05,58.43,95.1636,59.37,61.5404,42.78,321.3,63.2687,311.8301,248.9629,122.9038,249.12,64.2947,66.5088,109.0508,80.6,60.2377,344.55,75.624,58.066,6.5525,89.09,113.19,27.3785,64.55,345.51,115.735,108.5776,72.0,207.62,104.86,120.24,177.13,68.4917,139.07,99.4137,160.3378,187.5638,42.23,75.7266
252,55.647,177.2706,219.76,92.7857,114.9905,136.0,269.71,121.08,58.5504,11.64,184.3019,1588.18,206.4927,75.5406,253.0318,258.35,283.24,2170.0,86.16,39.17,91.56,63.05,105.25,350.01,35.623,185.5089,43.8156,56.7541,174.1396,48.78,82.8823,94.9708,94.42,126.57,42.6605,108.4205,56.0926,181.88,73.75,36.7008,37.2601,79.2084,1138.17,1139.91,86.9319,68.04,204.53,253.54,94.63,50.5313,176.1445,440.22,120.9412,44.32,64.3784,117.1081,32.93,31.73,219.7179,79.8,139.9241,96.3511,43.0262,406.41,58.69,92.8428,59.43,60.2803,42.35,315.88,63.5628,309.181,246.9195,121.9195,250.82,64.5074,66.1553,109.8729,80.2,57.255,337.75,76.188,57.7239,6.483,88.48,110.0841,26.9643,64.98,341.84,113.49,107.566,72.6,208.4,104.48,120.51,174.96,68.2085,137.34,99.4621,159.777,181.3244,42.0849,74.8128
253,54.7069,175.7636,218.44,92.227,113.7268,136.19,272.48,122.68,59.0801,11.36,185.0984,1591.0,209.9769,73.8393,252.4215,259.35,285.72,2188.9,85.95,38.83,91.61,62.04,104.95,340.96,35.2221,182.7083,43.932,56.1123,171.648,48.73,82.7241,94.6331,92.81,127.97,42.6705,112.1326,55.7139,184.19,73.795,37.0793,37.539,78.6074,1149.49,1148.89,86.1341,68.3,203.58,251.79,92.26,50.6094,175.7579,440.77,118.78,44.09,63.6235,117.0692,32.96,31.71,218.4131,80.75,139.6082,95.5845,42.8699,404.97,58.73,92.2921,59.78,60.1058,42.02,321.55,63.2883,311.7111,247.9462,121.5914,249.14,63.7049,65.144,108.9154,83.31,57.6578,341.42,76.3661,57.5088,6.4334,87.82,110.0251,26.9939,64.78,326.63,109.23,106.963,70.74,201.99,104.09,123.01,174.38,66.9295,138.79,99.7424,158.9308,181.1386,42.485,74.6851
254,54.598,175.9704,218.87,92.08,114.0991,136.72,272.87,126.83,59.1291,11.46,184.3019,1582.32,212.8656,73.0036,259.3668,262.71,286.7,2187.77,83.57,39.08,89.91,61.78,104.57,339.55,35.3492,183.5792,43.9805,56.0333,171.3415,47.78,83.9111,94.8516,94.16,129.12,42.4314,111.311,55.947,183.86,73.835,36.5514,37.0012,77.6117,1149.58,1150.61,85.7644,67.99,203.37,251.61,88.69,49.653,176.3923,441.95,118.7403,44.94,62.5532,117.4289,33.17,31.8,218.8448,79.61,139.9043,95.8597,42.3912,387.11,58.19,92.6166,58.84,60.4548,41.67,321.09,62.4255,323.0317,248.5443,121.1739,248.84,64.198,65.6055,108.3157,82.57,57.4373,334.93,76.0099,58.0367,6.3539,87.83,109.3862,27.1615,64.71,325.6,108.9,106.7101,70.14,206.14,104.26,125.31,173.97,65.7872,136.42,98.8049,159.6688,182.1068,42.5923,74.5082
255,54.8256,175.3499,225.55,92.2858,114.7652,135.75,270.41,126.75,58.3051,11.47,182.8353,1571.68,212.4884,71.3124,246.8808,262.39,287.62,2171.49,84.1,38.59,89.61,61.26,103.59,342.17,35.0363,183.9354,43.67,56.2012,171.3218,49.27,83.6836,94.5039,95.75,128.52,42.3018,112.0534,56.6753,185.09,74.22,36.4717,36.9912,77.8362,1135.73,1134.42,85.3655,68.05,204.73,253.91,90.03,49.936,177.0466,435.86,119.2658,44.97,62.4576,117.2442,33.16,32.08,217.7068,80.76,139.243,96.4985,42.1958,378.44,58.64,93.0297,60.58,60.6971,41.73,318.45,62.6804,324.3811,249.6807,121.5417,251.16,63.9563,66.5088,107.9772,82.16,58.1374,343.3,76.1637,57.675,6.4334,88.13,108.7375,26.9939,64.76,321.35,107.29,106.963,70.88,221.88,104.77,125.92,175.66,65.9727,135.33,102.8835,160.1804,180.6888,43.0607,74.7047
256,54.0537,172.6707,222.18,91.6487,112.14,134.31,265.39,122.03,57.3831,11.43,177.3086,1544.93,211.188,70.6856,237.2718,252.83,278.37,2146.89,83.82,38.23,88.53,60.39,103.37,332.99,34.518,182.2333,42.9521,55.9741,171.035,48.7,82.9021,93.9079,94.57,125.44,41.9332,109.9647,55.6071,172.56,73.62,36.1032,36.6327,75.3374,1099.82,1100.07,84.1104,67.83,199.06,248.73,86.27,49.6042,174.2213,426.86,119.1567,44.15,61.1102,112.734,32.29,31.11,213.4492,80.28,138.0189,95.3093,41.3751,366.51,58.27,91.3481,60.14,59.4564,40.8,313.48,61.6117,315.4615,240.2309,121.9195,248.7,63.1635,64.9477,106.7392,80.3,55.9795,339.08,76.4515,56.9907,6.2944,86.61,107.4598,26.3035,63.22,313.56,104.5,104.9107,70.13,215.6,103.95,124.22,170.77,65.0451,131.6,99.7037,156.6186,177.6179,43.0997,73.6927
257,54.7465,172.6116,229.75,90.8743,113.1979,134.6,270.4,120.22,58.0992,11.11,176.8036,1586.51,211.0391,71.0039,234.763,254.46,279.68,2139.11,84.25,37.96,88.27,59.44,103.23,327.61,33.8042,185.4,43.0491,56.2505,170.5704,49.62,83.3967,93.9278,94.94,126.85,41.8037,109.1926,54.6942,168.15,73.46,36.0335,36.543,75.0836,1097.71,1095.8,83.3807,65.72,200.72,252.65,87.01,50.3069,176.6104,430.19,119.7317,44.0,60.3744,113.9102,31.68,30.81,214.9697,81.48,138.7395,96.8524,41.3751,364.73,58.68,91.5841,61.15,59.815,40.41,317.5,62.0725,312.1476,248.7835,122.3868,247.61,63.3375,65.0851,106.2943,80.86,55.874,333.86,76.7195,57.3426,6.2745,86.71,107.2042,26.1555,62.78,310.55,105.24,106.4669,70.48,215.63,105.24,125.2,171.47,64.4886,133.08,100.1966,156.9728,180.1313,43.1875,74.8619
258,53.5292,168.7011,226.85,90.9625,113.9815,135.54,270.14,117.89,59.6196,11.26,176.3762,1581.86,212.1608,71.2427,240.0221,250.05,277.29,2144.98,86.07,38.35,88.31,59.86,103.03,325.47,33.726,184.1333,42.9909,56.1814,171.3316,49.47,82.4471,93.8284,94.72,126.0,41.5148,108.1335,55.1798,169.39,73.17,36.153,36.7123,74.6638,1090.88,1094.0,84.2563,65.67,200.23,246.84,88.79,50.3166,175.1333,424.99,119.5533,43.51,59.2373,114.7558,32.28,31.26,220.022,80.7,138.6112,97.5109,41.0625,361.85,58.08,90.9449,61.07,59.5339,41.16,316.48,62.8569,317.2672,247.7668,121.2534,247.05,63.3762,65.6055,105.1724,81.04,54.4834,334.87,76.8187,57.1569,6.3242,86.59,106.6145,26.5599,62.59,316.53,104.73,105.6693,69.94,213.0,105.05,124.6,170.34,64.7034,133.43,99.3944,155.6052,174.9774,43.3827,74.351
259,51.7677,166.3174,220.52,88.7473,110.8273,131.41,260.13,114.23,57.8343,10.91,171.0244,1544.92,203.2169,69.4022,237.6511,236.11,271.89,2113.8,81.36,37.39,86.91,57.47,101.2,322.97,32.4939,180.739,41.7878,54.5918,161.2667,48.19,80.0929,92.7058,93.54,122.98,40.4288,105.8964,53.6842,164.89,71.34,36.0335,36.6028,73.7658,1049.08,1053.15,82.3688,65.93,193.88,241.12,85.25,49.6042,173.3191,413.9,117.7985,42.51,57.8421,109.7597,32.06,31.13,210.7416,81.1,135.482,94.8965,40.105,350.6,56.78,88.2995,58.92,58.1963,39.87,306.7,60.945,300.1423,241.0782,120.2194,241.16,61.3845,63.1509,104.3986,78.56,53.3038,327.69,74.4668,56.4726,6.2149,84.8,103.4397,26.2344,61.25,309.1,102.39,101.059,68.45,207.36,103.99,122.65,166.1,64.2738,131.22,97.4518,152.1714,171.6719,43.49,72.6512
260,50.4812,162.466,215.02,85.9635,106.9679,128.02,250.92,110.79,54.3227,10.63,164.5653,1495.56,197.6481,67.691,236.5876,230.08,260.13,2087.01,78.84,36.38,84.98,56.51,99.36,312.39,32.4352,178.9578,41.1571,53.5846,165.9531,46.76,78.4014,90.9972,91.95,121.44,39.5621,105.0352,52.2955,159.39,70.01,35.3065,35.9753,71.101,1021.57,1026.55,81.9407,64.59,190.31,235.36,83.06,48.1697,168.402,399.15,116.9855,40.87,57.3643,105.1523,32.18,31.02,198.783,79.51,132.037,92.4,39.5775,344.73,55.86,85.7328,54.21,57.0138,38.87,300.94,59.9548,293.3459,232.2265,119.4937,239.44,59.6829,61.796,102.6673,76.44,51.4624,321.29,74.2683,55.0454,6.1256,82.36,99.6752,25.3468,59.74,301.54,99.7,98.5884,67.39,202.29,102.11,119.48,160.93,63.8833,127.64,89.2462,149.0721,172.0044,42.6801,70.6172
261,51.3223,170.1786,228.91,91.2664,111.7285,134.22,261.52,111.55,57.3537,10.44,170.16,1555.86,205.9269,69.7206,241.71,235.94,268.2,2133.71,80.3,37.46,87.17,57.77,100.85,312.18,32.797,185.2714,42.7483,54.9472,169.0478,47.5,80.7457,93.1728,95.21,126.44,40.8572,105.7578,53.3443,160.06,71.28,36.4319,36.8817,73.7365,1053.21,1054.09,82.7775,65.54,197.3,242.28,86.37,51.2144,173.0217,415.12,119.1468,41.85,58.9124,110.1874,33.28,32.25,210.8789,80.34,137.1305,96.3118,40.3786,353.4,56.87,92.2233,55.56,59.1268,39.86,320.35,62.0627,295.0525,243.6998,120.9054,245.4,59.1898,63.8382,103.3057,78.95,53.8312,330.71,76.7294,56.502,6.2745,84.22,103.135,25.8498,61.39,304.18,103.1,103.6851,68.48,207.9,103.59,121.47,166.1,65.875,131.74,91.1115,151.6597,173.0997,43.0704,72.9066
262,50.3723,165.8151,213.8,89.2472,109.9653,128.31,248.3,108.33,54.3815,10.0,166.236,1497.05,198.8195,65.95,238.4317,230.96,265.16,2077.56,78.04,36.4,85.81,57.65,99.1,310.22,32.2592,181.2437,41.4094,54.0092,167.6735,46.3,79.2125,91.8515,93.63,119.98,40.0702,104.5204,51.3244,152.22,70.28,35.9339,36.3339,72.3407,1005.1,1006.94,81.7948,65.08,190.9,237.37,85.03,49.9556,171.7528,405.22,113.9717,40.71,58.0046,104.7927,32.36,31.36,198.7732,78.71,133.8434,92.7833,39.9683,352.21,56.25,87.9848,52.4,57.5857,39.53,300.69,59.994,278.5625,224.8003,120.816,238.97,57.8555,62.7189,104.1085,76.31,52.5941,329.24,76.3324,56.1696,6.1554,82.89,99.7834,25.1594,60.34,279.18,98.04,99.7556,68.18,204.92,101.66,117.48,160.34,64.4007,126.44,89.0916,148.9441,173.8137,44.0169,70.8236
263,50.3228,163.9829,212.54,88.1297,109.4756,124.55,244.42,110.61,53.0279,9.81,165.5658,1431.42,193.1018,65.97,230.9286,223.1,271.82,2054.69,79.62,36.14,88.41,58.64,99.04,306.26,32.5428,181.6989,40.4198,53.6241,167.1396,46.17,78.807,91.0965,93.91,119.33,39.9606,105.2431,51.6448,153.03,70.74,35.3563,35.7363,72.9947,1004.56,1005.18,81.5516,66.27,188.79,234.99,84.96,48.4039,169.4528,402.39,113.932,40.01,58.6448,103.5874,31.85,30.81,192.4849,85.96,132.1752,89.5988,39.87,341.22,56.24,87.9061,51.49,57.1398,40.5,285.77,58.3076,272.3912,220.6436,115.5864,242.72,58.5903,63.3277,105.5979,75.06,52.4598,338.48,75.5783,56.5997,6.1306,82.3,97.1787,25.2876,60.87,257.78,97.46,99.1234,67.91,205.11,101.76,116.4,159.58,65.9922,123.77,88.2364,149.448,172.1609,44.2414,70.1063
264,51.4213,165.2635,216.08,89.3256,111.1604,125.58,251.13,111.46,54.5483,10.05,165.5852,1447.34,197.1022,67.46,229.9236,223.19,273.82,2080.39,81.07,36.77,89.21,58.0,99.34,311.22,33.413,186.4688,41.6132,55.0064,168.6523,46.62,79.628,92.1893,94.9,121.24,40.0901,109.2916,53.0141,159.79,71.31,36.2227,36.543,73.5901,1031.79,1037.14,82.0186,67.21,191.39,236.42,83.33,50.8241,171.8519,412.83,116.1428,40.49,59.524,105.9591,31.31,30.43,199.3029,89.12,134.2284,89.7953,40.9898,356.39,57.21,89.7549,52.14,58.3708,41.17,295.35,60.4842,278.1954,230.8509,116.3221,247.38,59.5475,64.9673,105.5689,75.87,53.1407,344.36,77.3843,56.5899,6.1951,83.24,98.5449,25.4947,61.04,266.13,97.78,101.0492,69.47,204.27,104.0,118.56,162.98,63.9223,127.11,89.6649,150.337,178.3416,44.378,70.9808
265,49.2639,164.1799,212.28,86.9927,110.9841,122.75,242.69,108.64,51.8802,9.53,161.2824,1371.99,191.6326,65.09,222.1473,220.06,266.89,2030.86,77.29,35.85,87.07,57.1,98.66,303.87,32.7774,180.8479,39.7891,54.0487,165.5675,45.77,78.3519,90.7289,94.4,118.72,39.2134,105.7083,51.674,155.39,70.54,35.5355,35.9853,71.3938,1006.47,1012.63,81.4835,65.83,186.62,229.93,80.56,47.7403,168.4119,400.89,114.3682,39.08,57.393,102.3821,30.98,30.09,190.1893,87.27,130.3688,86.1292,39.9879,347.2,55.62,87.0506,50.06,55.6471,39.54,280.29,58.0037,273.7009,220.3446,114.5525,236.08,58.3196,63.2393,103.5378,75.0,51.6063,330.56,75.1912,54.977,6.066,80.77,94.8787,24.8537,59.62,252.48,95.92,97.8978,66.77,203.13,101.59,115.74,156.31,61.6083,125.24,87.4493,147.176,177.0116,43.8608,67.8366
